0	 0.625389
1	 0.364422
2	 0.361043
3	 0.660722
4	 0.617106
5	 0.373849
6	 0.370024
7	 0.651186
8	 0.609286
9	 0.382768
10	 0.378518
11	 0.642140
12	 0.601922
13	 0.391182
14	 0.386528
15	 0.633584
16	 0.595002
17	 0.399100
18	 0.394065
19	 0.625513
20	 0.588513
21	 0.406535
22	 0.401141
23	 0.617918
24	 0.582437
25	 0.413504
26	 0.407772
27	 0.610786
28	 0.576758
29	 0.420025
30	 0.413976
31	 0.604100
32	 0.571455
33	 0.426118
34	 0.419773
35	 0.597843
36	 0.566510
37	 0.431805
38	 0.425182
39	 0.591994
40	 0.561902
41	 0.437107
42	 0.430225
43	 0.586534
44	 0.557612
45	 0.442046
46	 0.434922
47	 0.581442
48	 0.553621
49	 0.446642
50	 0.439293
51	 0.576697
52	 0.549910
53	 0.450917
54	 0.443358
55	 0.572280
56	 0.546461
57	 0.454891
58	 0.447136
59	 0.568170
60	 0.543258
61	 0.458583
62	 0.450645
63	 0.564348
64	 0.540283
65	 0.462012
66	 0.453904
67	 0.560795
68	 0.537522
69	 0.465195
70	 0.456928
71	 0.557495
72	 0.534959
73	 0.468150
74	 0.459735
75	 0.554430
76	 0.532581
77	 0.470891
78	 0.462338
79	 0.551585
80	 0.530376
81	 0.473434
82	 0.464752
83	 0.548944
84	 0.528330
85	 0.475793
86	 0.466990
87	 0.546494
88	 0.526432
89	 0.477981
90	 0.469065
91	 0.544220
92	 0.524672
93	 0.480010
94	 0.470988
95	 0.542111
96	 0.523040
97	 0.481891
98	 0.472770
99	 0.540155
100	 0.521527
101	 0.483635
102	 0.474421
103	 0.538341
104	 0.520124
105	 0.485251
106	 0.475950
107	 0.536659
108	 0.518823
109	 0.486750
110	 0.477367
111	 0.535099
112	 0.517617
113	 0.488140
114	 0.478679
115	 0.533653
116	 0.516498
117	 0.489429
118	 0.479895
119	 0.532313
120	 0.515461
121	 0.490623
122	 0.481020
123	 0.531070
124	 0.514499
125	 0.491730
126	 0.482063
127	 0.529917
128	 0.513607
129	 0.492757
130	 0.483028
131	 0.528849
132	 0.512779
133	 0.493709
134	 0.483921
135	 0.527859
136	 0.512012
137	 0.494592
138	 0.484748
139	 0.526941
140	 0.511300
141	 0.495410
142	 0.485514
143	 0.526090
144	 0.510639
145	 0.496169
146	 0.486223
147	 0.525301
148	 0.510027
149	 0.496873
150	 0.486879
151	 0.524569
152	 0.509458
153	 0.497526
154	 0.487486
155	 0.523891
156	 0.508931
157	 0.498132
158	 0.488047
159	 0.523262
160	 0.508441
161	 0.498694
162	 0.488567
163	 0.522679
164	 0.507986
165	 0.499215
166	 0.489048
167	 0.522139
168	 0.507564
169	 0.499699
170	 0.489493
171	 0.521637
172	 0.507172
173	 0.500148
174	 0.489904
175	 0.521173
176	 0.506808
177	 0.500564
178	 0.490285
179	 0.520742
180	 0.506470
181	 0.500951
182	 0.490636
183	 0.520342
184	 0.506156
185	 0.501310
186	 0.490962
187	 0.519971
188	 0.505864
189	 0.501643
190	 0.491262
191	 0.519628
192	 0.505593
193	 0.501953
194	 0.491540
195	 0.519309
196	 0.505341
197	 0.502240
198	 0.491797
199	 0.519013
200	 0.505106
201	 0.502507
202	 0.492034
203	 0.518739
204	 0.504888
205	 0.502756
206	 0.492253
207	 0.518484
208	 0.504685
209	 0.502986
210	 0.492455
211	 0.518248
212	 0.504496
213	 0.503201
214	 0.492641
215	 0.518029
216	 0.504320
217	 0.503400
218	 0.492813
219	 0.517826
220	 0.504156
221	 0.503585
222	 0.492972
223	 0.517637
224	 0.504003
225	 0.503758
226	 0.493118
227	 0.517462
228	 0.503861
229	 0.503918
230	 0.493253
231	 0.517300
232	 0.503728
233	 0.504068
234	 0.493377
235	 0.517149
236	 0.503604
237	 0.504207
238	 0.493492
239	 0.517009
240	 0.503489
241	 0.504336
242	 0.493597
243	 0.516879
244	 0.503381
245	 0.504457
246	 0.493693
247	 0.516759
248	 0.503280
249	 0.504569
250	 0.493782
251	 0.516647
252	 0.503186
253	 0.504674
254	 0.493863
255	 0.516543
256	 0.503098
257	 0.504772
258	 0.493938
259	 0.516447
260	 0.503015
261	 0.504863
262	 0.494006
263	 0.516357
264	 0.502938
265	 0.504948
266	 0.494069
267	 0.516274
268	 0.502866
269	 0.505027
270	 0.494126
271	 0.516197
272	 0.502798
273	 0.505102
274	 0.494178
275	 0.516125
276	 0.502734
277	 0.505171
278	 0.494226
279	 0.516058
280	 0.502674
281	 0.505236
282	 0.494269
283	 0.515997
284	 0.502618
285	 0.505297
286	 0.494308
287	 0.515939
288	 0.502565
289	 0.505354
290	 0.494344
291	 0.515886
292	 0.502515
293	 0.505407
294	 0.494376
295	 0.515837
296	 0.502468
297	 0.505457
298	 0.494405
299	 0.515791
300	 0.502424
301	 0.505504
302	 0.494431
303	 0.515748
304	 0.502382
305	 0.505548
306	 0.494454
307	 0.515708
308	 0.502342
309	 0.505589
310	 0.494475
311	 0.515671
312	 0.502304
313	 0.505628
314	 0.494493
315	 0.515637
316	 0.502269
317	 0.505664
318	 0.494510
319	 0.515606
320	 0.502235
321	 0.505699
322	 0.494524
323	 0.515576
324	 0.502203
325	 0.505731
326	 0.494536
327	 0.515549
328	 0.502173
329	 0.505762
330	 0.494547
331	 0.515524
332	 0.502144
333	 0.505790
334	 0.494555
335	 0.515500
336	 0.502116
337	 0.505818
338	 0.494563
339	 0.515478
340	 0.502089
341	 0.505844
342	 0.494569
343	 0.515458
344	 0.502064
345	 0.505868
346	 0.494574
347	 0.515439
348	 0.502040
349	 0.505891
350	 0.494577
351	 0.515422
352	 0.502017
353	 0.505913
354	 0.494580
355	 0.515406
356	 0.501994
357	 0.505934
358	 0.494581
359	 0.515391
360	 0.501973
361	 0.505954
362	 0.494581
363	 0.515377
364	 0.501952
365	 0.505972
366	 0.494581
367	 0.515365
368	 0.501933
369	 0.505990
370	 0.494580
371	 0.515353
372	 0.501913
373	 0.506007
374	 0.494578
375	 0.515342
376	 0.501895
377	 0.506024
378	 0.494575
379	 0.515332
380	 0.501877
381	 0.506039
382	 0.494571
383	 0.515323
384	 0.501859
385	 0.506054
386	 0.494567
387	 0.515315
388	 0.501842
389	 0.506069
390	 0.494563
391	 0.515307
392	 0.501826
393	 0.506082
394	 0.494558
395	 0.515300
396	 0.501810
397	 0.506095
398	 0.494552
399	 0.515293
400	 0.501794
401	 0.506108
402	 0.494546
403	 0.515287
404	 0.501779
405	 0.506120
406	 0.494539
407	 0.515282
408	 0.501764
409	 0.506132
410	 0.494532
411	 0.515277
412	 0.501749
413	 0.506143
414	 0.494525
415	 0.515273
416	 0.501735
417	 0.506154
418	 0.494518
419	 0.515269
420	 0.501721
421	 0.506165
422	 0.494510
423	 0.515265
424	 0.501707
425	 0.506175
426	 0.494501
427	 0.515262
428	 0.501694
429	 0.506185
430	 0.494493
431	 0.515259
432	 0.501680
433	 0.506195
434	 0.494484
435	 0.515257
436	 0.501667
437	 0.506204
438	 0.494475
439	 0.515255
440	 0.501654
441	 0.506213
442	 0.494466
443	 0.515253
444	 0.501642
445	 0.506222
446	 0.494456
447	 0.515251
448	 0.501629
449	 0.506230
450	 0.494447
451	 0.515250
452	 0.501617
453	 0.506239
454	 0.494437
455	 0.515249
456	 0.501604
457	 0.506247
458	 0.494427
459	 0.515249
460	 0.501592
461	 0.506255
462	 0.494417
463	 0.515248
464	 0.501580
465	 0.506263
466	 0.494407
467	 0.515248
468	 0.501568
469	 0.506270
470	 0.494396
471	 0.515248
472	 0.501556
473	 0.506278
474	 0.494386
475	 0.515248
476	 0.501544
477	 0.506285
478	 0.494375
479	 0.515249
480	 0.501533
481	 0.506292
482	 0.494365
483	 0.515249
484	 0.501521
485	 0.506299
486	 0.494354
487	 0.515250
488	 0.501510
489	 0.506306
490	 0.494343
491	 0.515251
492	 0.501498
493	 0.506313
494	 0.494332
495	 0.515252
496	 0.501487
497	 0.506319
498	 0.494321
499	 0.515253
500	 0.501475
501	 0.506326
502	 0.494310
503	 0.515255
504	 0.501464
505	 0.506332
506	 0.494299
507	 0.515256
508	 0.501453
509	 0.506338
510	 0.494287
511	 0.515258
512	 0.501442
513	 0.506345
514	 0.494276
515	 0.515260
516	 0.501431
517	 0.506351
518	 0.494265
519	 0.515262
520	 0.501419
521	 0.506357
522	 0.494253
523	 0.515264
524	 0.501408
525	 0.506363
526	 0.494242
527	 0.515266
528	 0.501397
529	 0.506368
530	 0.494230
531	 0.515269
532	 0.501386
533	 0.506374
534	 0.494219
535	 0.515271
536	 0.501375
537	 0.506380
538	 0.494207
539	 0.515274
540	 0.501364
541	 0.506385
542	 0.494195
543	 0.515277
544	 0.501353
545	 0.506391
546	 0.494184
