0	 -0.029982
1	 0.019855
2	 0.020981
3	 -0.040000
4	 -0.029786
5	 0.020563
6	 0.021708
7	 -0.039921
8	 -0.029582
9	 0.021229
10	 0.022391
11	 -0.039805
12	 -0.029374
13	 0.021852
14	 0.023031
15	 -0.039659
16	 -0.029164
17	 0.022433
18	 0.023628
19	 -0.039489
20	 -0.028955
21	 0.022974
22	 0.024184
23	 -0.039303
24	 -0.028749
25	 0.023476
26	 0.024701
27	 -0.039104
28	 -0.028548
29	 0.023941
30	 0.025180
31	 -0.038898
32	 -0.028353
33	 0.024371
34	 0.025624
35	 -0.038688
36	 -0.028165
37	 0.024769
38	 0.026034
39	 -0.038477
40	 -0.027985
41	 0.025135
42	 0.026413
43	 -0.038268
44	 -0.027812
45	 0.025473
46	 0.026762
47	 -0.038062
48	 -0.027647
49	 0.025784
50	 0.027085
51	 -0.037861
52	 -0.027490
53	 0.026070
54	 0.027382
55	 -0.037666
56	 -0.027342
57	 0.026333
58	 0.027655
59	 -0.037478
60	 -0.027201
61	 0.026575
62	 0.027907
63	 -0.037298
64	 -0.027068
65	 0.026798
66	 0.028139
67	 -0.037125
68	 -0.026943
69	 0.027002
70	 0.028352
71	 -0.036960
72	 -0.026825
73	 0.027190
74	 0.028549
75	 -0.036804
76	 -0.026714
77	 0.027362
78	 0.028729
79	 -0.036655
80	 -0.026610
81	 0.027520
82	 0.028895
83	 -0.036514
84	 -0.026513
85	 0.027666
86	 0.029048
87	 -0.036382
88	 -0.026421
89	 0.027799
90	 0.029189
91	 -0.036256
92	 -0.026335
93	 0.027922
94	 0.029318
95	 -0.036139
96	 -0.026255
97	 0.028034
98	 0.029437
99	 -0.036028
100	 -0.026179
101	 0.028137
102	 0.029547
103	 -0.035923
104	 -0.026108
105	 0.028232
106	 0.029647
107	 -0.035825
108	 -0.026042
109	 0.028319
110	 0.029740
111	 -0.035734
112	 -0.025980
113	 0.028398
114	 0.029825
115	 -0.035647
116	 -0.025922
117	 0.028471
118	 0.029903
119	 -0.035567
120	 -0.025868
121	 0.028538
122	 0.029975
123	 -0.035491
124	 -0.025817
125	 0.028599
126	 0.030041
127	 -0.035420
128	 -0.025769
129	 0.028655
130	 0.030102
131	 -0.035354
132	 -0.025725
133	 0.028707
134	 0.030157
135	 -0.035292
136	 -0.025683
137	 0.028753
138	 0.030209
139	 -0.035234
140	 -0.025643
141	 0.028796
142	 0.030256
143	 -0.035179
144	 -0.025607
145	 0.028835
146	 0.030299
147	 -0.035128
148	 -0.025572
149	 0.028871
150	 0.030338
151	 -0.035081
152	 -0.025540
153	 0.028904
154	 0.030375
155	 -0.035036
156	 -0.025509
157	 0.028933
158	 0.030408
159	 -0.034994
160	 -0.025480
161	 0.028960
162	 0.030438
163	 -0.034955
164	 -0.025453
165	 0.028985
166	 0.030466
167	 -0.034919
168	 -0.025428
169	 0.029007
170	 0.030491
171	 -0.034884
172	 -0.025404
173	 0.029027
174	 0.030514
175	 -0.034852
176	 -0.025381
177	 0.029045
178	 0.030535
179	 -0.034822
180	 -0.025360
181	 0.029061
182	 0.030555
183	 -0.034793
184	 -0.025340
185	 0.029076
186	 0.030572
187	 -0.034767
188	 -0.025320
189	 0.029089
190	 0.030588
191	 -0.034742
192	 -0.025302
193	 0.029100
194	 0.030602
195	 -0.034718
196	 -0.025285
197	 0.029110
198	 0.030615
199	 -0.034696
200	 -0.025269
201	 0.029120
202	 0.030627
203	 -0.034675
204	 -0.025253
205	 0.029128
206	 0.030638
207	 -0.034656
208	 -0.025238
209	 0.029135
210	 0.030647
211	 -0.034637
212	 -0.025224
213	 0.029140
214	 0.030655
215	 -0.034620
216	 -0.025211
217	 0.029146
218	 0.030663
219	 -0.034603
220	 -0.025198
221	 0.029150
222	 0.030669
223	 -0.034587
224	 -0.025186
225	 0.029153
226	 0.030675
227	 -0.034573
228	 -0.025174
229	 0.029156
230	 0.030680
231	 -0.034559
232	 -0.025163
233	 0.029158
234	 0.030685
235	 -0.034545
236	 -0.025152
237	 0.029160
238	 0.030688
239	 -0.034533
240	 -0.025141
241	 0.029161
242	 0.030692
243	 -0.034521
244	 -0.025131
245	 0.029162
246	 0.030694
247	 -0.034509
